leading_item_id,following_item_id,value
XMKRPGLB,BSRMSVTC,546261
XMKRPGLB,SNHYOVBM,374945
XUOIQPFL,APQGTRMF,256519
XUOIQPFL,ATLDMDBO,44667560
XUOIQPFL,BEZYMBBT,3551238
XUOIQPFL,BTMOEMEP,12438015
XUOIQPFL,DBWLZWNK,340167
XUOIQPFL,DEWLVASR,686978
XUOIQPFL,DJBLNPNC,223234
XUOIQPFL,DNMPSKTB,5060956
XUOIQPFL,GYHKIVQT,18377452
XUOIQPFL,IGDVVKUD,227063
XUOIQPFL,JPBRUTWP,5516491
XUOIQPFL,KJNSOAHR,11718919
XUOIQPFL,LPHPPJUG,1452525
XUOIQPFL,LRVGFDFM,6232760
XUOIQPFL,LSOIUSXD,373381
XUOIQPFL,OGAFEHLU,209447
XUOIQPFL,OKMBFVKS,2105611
XUOIQPFL,OXKURKXR,246477
XUOIQPFL,QRKRBYJL,2279688
XUOIQPFL,QVLMOEYE,1299654
XUOIQPFL,RAWUKQMJ,3824876
XUOIQPFL,RCBZUSIM,224069
XUOIQPFL,SDWAYPIK,5463276
XUOIQPFL,UGEQLMXM,282182
XUOIQPFL,UIFPPCLR,308196
XUOIQPFL,UXSPKBJR,703205
XUOIQPFL,VBYCLTYZ,491406
XUOIQPFL,VWMBASNE,445465
XUOIQPFL,XIIEJNEE,215726
XUOIQPFL,ZGJXVMNI,2583469
XUOIQPFL,ZKENOUDA,605214
YSYHGLQK,AANGBULD,447685
YSYHGLQK,HCDTGMST,242273
YSYHGLQK,LPHPPJUG,1357121
YSYHGLQK,ZXERAXWP,245813
ZCELVYQU,BJALXPFS,345836
ZCELVYQU,BLANHGYY,217431
ZCELVYQU,ELQGMQWE,716050
ZCELVYQU,FWUCPMMW,208401
ZCELVYQU,LSOIUSXD,375109
ZCELVYQU,MBSBZBXA,4345112
ZCELVYQU,UGEQLMXM,317646
ZCELVYQU,WBLJNPZQ,391205
ZCELVYQU,ZXERAXWP,222285
ZGJXVMNI,AANGBULD,407005
ZGJXVMNI,ATLDMDBO,44800648
ZGJXVMNI,BEZYMBBT,3676580
ZGJXVMNI,DDEXPPXU,234218
ZGJXVMNI,DEWLVASR,570498
ZGJXVMNI,DNMPSKTB,5213054
ZGJXVMNI,EVBVXETX,5073296
ZGJXVMNI,FQCLOEXA,1875709
ZGJXVMNI,GYHKIVQT,18543628
ZGJXVMNI,JSLXRQOK,215209
ZGJXVMNI,KEUWZRKO,668944
ZGJXVMNI,LPHPPJUG,1355405
ZGJXVMNI,NZKBIBNU,431896
ZGJXVMNI,OKMBFVKS,2259779
ZGJXVMNI,QRKRBYJL,2423916
ZGJXVMNI,QVLMOEYE,1456054
ZGJXVMNI,RAWUKQMJ,3969456
ZGJXVMNI,RJGPVEXX,690615
ZGJXVMNI,SAHWCZNH,1841883
ZGJXVMNI,SDWAYPIK,5630620
ZGJXVMNI,UGEQLMXM,454070
ZGJXVMNI,UQYUIVVR,3666564
ZGJXVMNI,VBYCLTYZ,650366
ZGJXVMNI,VUAFAIYJ,676849
ZGJXVMNI,WBLJNPZQ,459805
ZGJXVMNI,WPQXWHYO,10542662
ZGJXVMNI,XUOIQPFL,2897520
ZGJXVMNI,ZKENOUDA,469646
ZKENOUDA,AANGBULD,403093
ZKENOUDA,APQGTRMF,389991
ZKENOUDA,BEZYMBBT,3682584
ZKENOUDA,DEWLVASR,561130
ZKENOUDA,DNMPSKTB,5203238
ZKENOUDA,ELQGMQWE,726214
ZKENOUDA,EVBVXETX,5074980
ZKENOUDA,FITUEHWN,287098
ZKENOUDA,FQCLOEXA,1893293
ZKENOUDA,FTSVTTSR,318924
ZKENOUDA,GKQIJYDH,1831025
ZKENOUDA,GYHKIVQT,18521676
ZKENOUDA,KJNSOAHR,11593191
ZKENOUDA,NAQIHUKZ,227207
ZKENOUDA,OKMBFVKS,2243155
ZKENOUDA,QVLMOEYE,1448034
ZKENOUDA,RJGPVEXX,714527
ZKENOUDA,SDWAYPIK,5624908
ZKENOUDA,UIFPPCLR,427060
ZKENOUDA,VMAQSTJE,365226
ZKENOUDA,VUAFAIYJ,686209
ZKENOUDA,XIIEJNEE,252374
ZKENOUDA,XUOIQPFL,2908756
ZKENOUDA,ZCELVYQU,228384
ZKENOUDA,ZGJXVMNI,2482925
ZKENOUDA,ZXERAXWP,231213
ZXERAXWP,BEZYMBBT,3696868
ZXERAXWP,CCLHWFWF,16514083
ZXERAXWP,DBWLZWNK,504967
ZXERAXWP,FITUEHWN,282418
ZXERAXWP,MIRCVAMV,341435
ZXERAXWP,UIFPPCLR,407972
ZXERAXWP,WHPUAOID,257226
